shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,weight_kg,shipping_cost,status
1009,1695,UPS,TN80018731,2025-05-19,2025-05-20,5.01,45.35,Returned
1010,1696,DPD,EI91511436,2026-02-17,2026-02-24,18.22,36.78,Returned
1011,1697,UPS,DG62107818,2025-09-27,2025-10-01,2.85,47.71,Returned
1012,1700,FedEx,VW09685642,2026-01-01,2026-01-03,3.07,41.18,Returned
1013,1701,UPS,QM70680269,2025-03-05,2025-03-07,8.0,40.16,Delivered
1014,1703,FedEx,CD31542306,2025-05-14,2025-05-19,3.55,44.52,Delivered
1015,1706,DPD,SB23028655,2025-12-14,2025-12-21,9.83,41.11,Delivered
1016,1708,DPD,BZ52241142,2025-06-29,2025-07-04,10.17,29.74,Returned
1017,1709,FedEx,VL67015145,2025-07-30,2025-08-05,13.9,36.94,Delivered
1018,1710,DPD,VH92016633,2025-10-29,2025-11-04,7.21,14.13,Returned
1019,1711,DHL,OL22224005,2025-11-07,2025-11-11,15.99,46.36,Delivered
1020,1712,DHL,GQ22205620,2025-08-09,2025-08-11,5.63,17.2,Returned
1021,1713,DHL,NO90113484,2025-05-15,2025-05-21,16.31,43.19,Delivered
1022,1714,DHL,YH91332528,2025-10-22,2025-10-25,9.26,19.3,Delivered
1023,1715,DPD,VI32394564,2025-05-15,2025-05-17,17.98,43.78,Delivered
1024,1717,FedEx,CB34286449,2026-01-12,2026-01-19,12.89,10.87,Returned
1025,1718,UPS,RL02498663,2026-01-12,2026-01-18,13.31,7.35,Delivered
1026,1720,UPS,RQ09536773,2025-08-27,2025-08-31,13.11,37.54,Delivered
1027,1721,DPD,ZX98529735,2026-02-11,2026-02-12,16.48,45.85,Returned
1028,1722,USPS,ER15266559,2025-08-11,2025-08-15,1.74,35.28,Returned
1029,1723,DPD,AA76253809,2025-06-03,2025-06-04,19.35,9.82,Delivered
1030,1725,FedEx,LS41475336,2025-04-27,2025-05-03,14.66,8.43,Delivered
1031,1729,USPS,QO52474665,2025-09-08,2025-09-09,8.26,38.38,Delivered
1032,1730,DHL,VV53896298,2025-05-14,2025-05-15,12.16,38.06,Delivered
1033,1731,DHL,TG32436792,2025-04-09,2025-04-10,7.71,7.91,Delivered
1034,1732,DHL,OU57127638,2025-06-14,2025-06-15,12.39,4.5,Returned
1035,1733,UPS,PQ43468586,2025-06-12,2025-06-18,13.27,46.5,Delivered
1036,1735,FedEx,KE90616824,2025-12-09,2025-12-11,18.52,38.1,Returned
1037,1736,UPS,WO93998161,2025-08-21,2025-08-22,11.48,23.28,Returned
1038,1739,DPD,BP81168371,2025-08-15,2025-08-17,0.37,11.41,Delivered
1039,1740,DPD,SK07372607,2025-06-20,2025-06-27,2.16,38.92,Delivered
1040,1741,DHL,TB01489678,2025-05-23,2025-05-25,1.89,4.07,Delivered
1041,1742,USPS,HS82649312,2025-05-16,2025-05-22,12.54,9.61,Delivered
1042,1744,DHL,PR63947625,2026-01-03,2026-01-10,11.57,18.35,Returned
1043,1747,DPD,MM29264563,2025-08-23,2025-08-25,5.81,9.05,Returned
1044,1748,UPS,ZK17299403,2025-08-11,2025-08-13,19.89,19.45,Returned
1045,1749,DHL,KD48112664,2025-04-20,2025-04-27,16.23,37.59,Delivered
1046,1750,FedEx,NV19670683,2025-12-10,2025-12-17,14.34,29.74,Delivered
1047,1752,DPD,WY39101612,2025-07-20,2025-07-22,9.98,3.8,Delivered
1048,1755,USPS,UL90163994,2025-10-20,2025-10-22,2.46,15.95,Returned
1049,1757,DPD,EQ01333443,2025-06-08,2025-06-11,6.6,20.23,Returned
1050,1758,FedEx,KI67348140,2025-07-15,2025-07-22,4.32,4.27,Returned
1051,1760,FedEx,CE41016793,2025-04-05,2025-04-11,0.61,49.53,Delivered
1052,1761,DHL,PT48116049,2026-01-09,2026-01-13,7.3,10.61,Delivered
1053,1765,USPS,HJ91004202,2025-03-24,2025-03-29,5.63,10.82,Returned
1054,1766,USPS,MC66168019,2026-02-17,2026-02-18,14.4,48.31,Returned
1055,1767,DPD,TJ34213485,2025-04-11,2025-04-15,0.55,13.73,Delivered
1056,1768,UPS,DS42035316,2026-01-23,2026-01-30,10.67,47.42,Returned
1057,1770,UPS,YD79179138,2025-05-28,2025-05-31,5.3,43.61,Delivered
1058,1774,UPS,IY15711713,2025-09-26,2025-09-28,0.74,5.76,Delivered
1059,1778,UPS,KH19402470,2026-02-20,2026-02-25,18.17,22.06,Returned
1060,1779,USPS,OT81411287,2025-03-04,2025-03-09,7.43,44.97,Delivered
1061,1782,DHL,GX52719367,2025-11-09,2025-11-14,7.48,30.74,Returned
1062,1784,UPS,JY76463913,2025-09-25,2025-09-28,8.56,11.11,Delivered
1063,1786,USPS,YK10749161,2025-05-10,2025-05-13,16.85,9.43,Returned
1064,1787,USPS,ET42321540,2025-04-10,2025-04-14,0.15,5.07,Delivered
1065,1788,DHL,QB31535069,2025-06-20,2025-06-27,15.97,27.17,Delivered
1066,1789,DHL,KU26168455,2025-12-04,2025-12-06,16.14,37.62,Returned
1067,1790,FedEx,FU27410254,2025-06-02,2025-06-07,2.1,21.74,Delivered
1068,1792,FedEx,HW17989948,2025-09-30,2025-10-04,8.53,5.0,Delivered
1069,1793,DHL,DB66948993,2025-10-16,2025-10-21,16.27,34.5,Returned
1070,1795,FedEx,NX51956756,2026-02-17,2026-02-18,11.9,43.82,Delivered
1071,1796,DHL,JY58422717,2025-09-22,2025-09-25,9.32,12.19,Delivered
1072,1797,USPS,AE62565046,2025-07-08,2025-07-12,2.12,5.53,Delivered
1073,1800,DHL,YG00144130,2026-01-20,2026-01-23,19.38,41.21,Delivered
1074,1801,DPD,AO62408710,2025-06-28,2025-07-01,19.08,26.13,Delivered
1075,1803,USPS,II66890417,2025-07-09,2025-07-16,3.58,36.09,Delivered
1076,1804,DPD,HW20762381,2025-12-02,2025-12-03,8.76,19.4,Delivered
1077,1806,UPS,JJ22328222,2025-08-31,2025-09-06,8.99,36.06,Delivered
1078,1809,USPS,MW40847528,2025-11-11,2025-11-14,0.69,8.66,Delivered
1079,1811,FedEx,CU99940041,2026-01-21,2026-01-24,20.0,40.77,Delivered
1080,1816,USPS,TH84791351,2026-02-28,2026-03-05,3.22,41.06,Returned
1081,1817,USPS,KX35053572,2025-03-29,2025-04-01,17.8,23.53,Delivered
1082,1818,UPS,FJ89206415,2025-11-05,2025-11-06,11.74,27.66,Returned
1083,1819,USPS,BE09783028,2026-02-21,2026-02-27,0.48,5.71,Delivered
1084,1820,USPS,EN04194534,2025-08-10,2025-08-14,8.57,17.6,Delivered
1085,1821,DPD,AZ52814478,2025-04-20,2025-04-26,0.6,6.19,Delivered
1086,1822,USPS,RJ74280218,2025-11-25,2025-11-26,11.81,34.33,Returned
1087,1823,DHL,PT93063578,2025-05-18,2025-05-21,0.49,33.79,Delivered
1088,1825,DPD,OQ03789121,2025-06-05,2025-06-07,15.39,28.95,Delivered
1089,1826,UPS,UV97436990,2026-02-03,2026-02-10,11.53,17.81,Delivered
1090,1827,FedEx,SX85575994,2025-07-27,2025-07-30,0.94,31.7,Returned
1091,1831,DPD,BK08429069,2026-01-24,2026-01-25,6.02,42.02,Delivered
1092,1832,DPD,AY04528986,2025-04-06,2025-04-10,10.63,26.16,Returned
1093,1833,DHL,CW10656733,2026-02-02,2026-02-08,4.05,30.74,Delivered
1094,1835,USPS,CA45701652,2025-04-03,2025-04-10,7.71,29.16,Returned
1095,1836,USPS,DI13681498,2025-06-01,2025-06-02,18.17,47.91,Delivered
1096,1837,USPS,NN53084376,2025-10-05,2025-10-07,5.8,5.31,Returned
1097,1842,UPS,LU29644477,2025-06-12,2025-06-17,5.04,42.05,Delivered
1098,1843,FedEx,NT08423242,2025-05-02,2025-05-06,4.3,35.38,Delivered
1099,1849,DPD,HU80041724,2025-12-20,2025-12-26,11.94,30.39,Returned
1100,1851,USPS,VU55369158,2025-04-05,2025-04-10,16.16,6.15,Delivered
1101,1852,USPS,ZY74906279,2025-09-02,2025-09-04,16.98,47.92,Returned
1102,1855,FedEx,WN02425703,2025-03-01,2025-03-02,9.4,27.23,Delivered
1103,1856,FedEx,OF32959452,2025-11-13,2025-11-20,2.2,22.3,Delivered
1104,1859,DHL,BI58286304,2025-09-20,2025-09-26,12.65,34.04,Returned
1105,1860,DPD,KG96629917,2025-05-01,2025-05-02,18.88,40.56,Delivered
1106,1862,DPD,FA74292204,2026-02-22,2026-02-25,11.47,30.99,Returned
1107,1867,FedEx,ZY78215392,2025-05-28,2025-06-01,17.96,6.92,Returned
1108,1869,DPD,WC93706325,2025-05-07,2025-05-08,10.12,30.62,Delivered
1109,1870,DPD,IX31392804,2025-12-29,2026-01-04,0.71,41.56,Delivered
1110,1871,USPS,DG50220619,2025-05-11,2025-05-16,17.89,17.29,Delivered
1111,1872,DHL,MF93335937,2025-06-16,2025-06-18,9.08,44.37,Delivered
1112,1873,DPD,PV19000029,2025-03-24,2025-03-29,14.78,13.96,Delivered
1113,1875,UPS,SF61622564,2025-10-15,2025-10-20,8.81,3.54,Delivered
1114,1876,DHL,LN18559407,2025-03-12,2025-03-13,5.26,5.2,Delivered
1115,1877,USPS,FY23045323,2025-11-23,2025-11-26,13.37,41.95,Delivered
1116,1879,FedEx,CU77814564,2025-07-13,2025-07-20,7.67,7.0,Delivered
1117,1881,DHL,MR43701945,2025-12-07,2025-12-11,15.32,34.4,Delivered
1118,1882,USPS,VD91177666,2025-12-31,2026-01-05,13.52,30.75,Delivered
1119,1883,USPS,KJ52761209,2025-08-06,2025-08-11,11.24,26.72,Delivered
1120,1884,USPS,DJ15780619,2025-11-09,2025-11-15,11.61,49.96,Delivered
1121,1885,DHL,BY23116787,2026-01-02,2026-01-08,5.42,30.68,Delivered
1122,1887,DHL,RF76353223,2025-07-17,2025-07-23,5.25,40.15,Delivered
1123,1889,DHL,OH18592126,2025-03-16,2025-03-20,7.16,5.07,Delivered
1124,1892,FedEx,SJ48563711,2025-08-04,2025-08-10,3.62,16.35,Delivered
1125,1894,FedEx,VX94300037,2025-04-30,2025-05-05,6.73,20.74,Delivered
1126,1897,USPS,JQ39892313,2025-08-06,2025-08-13,11.66,43.37,Returned
1127,1899,UPS,IE65986693,2025-05-02,2025-05-04,12.84,44.58,Delivered
1128,1901,UPS,VK84178376,2025-11-19,2025-11-25,16.72,20.69,Returned
1129,1902,UPS,XR15382011,2026-01-21,2026-01-23,18.72,23.18,Delivered
1130,1904,DPD,BC06526642,2026-01-25,2026-01-29,6.32,6.04,Delivered
1131,1905,DPD,WO35127245,2025-10-02,2025-10-04,6.83,21.14,Delivered
1132,1906,DPD,AQ37565697,2026-02-16,2026-02-19,15.22,41.8,Returned
1133,1909,DPD,RZ87849622,2025-08-15,2025-08-18,10.98,3.02,Delivered
1134,1911,FedEx,UA94510462,2025-10-07,2025-10-14,5.39,21.81,Delivered
1135,1912,DPD,VH69296568,2025-10-31,2025-11-02,0.92,23.49,Delivered
1136,1913,USPS,MO20627672,2025-05-19,2025-05-23,3.11,49.41,Delivered
1137,1917,DPD,IE50979344,2025-08-13,2025-08-17,11.56,22.97,Delivered
1138,1918,DHL,JY29146502,2025-06-27,2025-07-04,1.87,6.47,Returned
1139,1919,FedEx,FU34778045,2025-10-07,2025-10-12,7.22,38.51,Delivered
1140,1921,FedEx,DB97251840,2025-12-21,2025-12-27,19.97,44.04,Delivered
1141,1922,FedEx,JR33982147,2026-01-02,2026-01-03,4.35,36.83,Delivered
1142,1923,FedEx,UE23372094,2025-05-10,2025-05-13,19.62,5.06,Delivered
1143,1924,DPD,OO67670636,2025-06-18,2025-06-21,10.27,21.83,Delivered
1144,1926,UPS,YJ28630112,2025-08-17,2025-08-19,18.14,16.09,Delivered
1145,1929,FedEx,QX00848426,2025-12-18,2025-12-22,5.32,31.97,Delivered
1146,1932,DHL,BY83336796,2025-11-27,2025-11-30,17.47,35.76,Returned
1147,1934,DPD,YA82896713,2026-01-09,2026-01-10,8.39,42.72,Delivered
1148,1938,USPS,JX54946920,2025-11-18,2025-11-25,17.94,46.77,Delivered
1149,1940,DPD,NX64901324,2025-03-19,2025-03-26,2.62,15.16,Delivered
1150,1941,DPD,VS19350011,2025-05-08,2025-05-13,12.65,28.7,Returned
1151,1944,USPS,NH61758080,2025-05-27,2025-06-03,9.29,28.9,Delivered
1152,1945,DHL,DR89044104,2025-03-18,2025-03-21,8.91,22.44,Returned
1153,1949,FedEx,RN31566851,2025-09-13,2025-09-20,16.81,32.26,Returned
1154,1950,USPS,TD53814837,2025-04-02,2025-04-08,18.95,28.66,Returned
1155,1953,DPD,GZ55803090,2025-06-07,2025-06-13,12.39,46.01,Delivered
1156,1957,DPD,JQ85647177,2025-08-30,2025-09-03,11.04,17.65,Delivered
1157,1959,DPD,MH01902716,2025-04-24,2025-04-28,6.32,44.95,Delivered
1158,1960,UPS,HY83716115,2025-12-14,2025-12-17,11.81,49.01,Returned
1159,1962,DHL,YC68611997,2025-04-01,2025-04-02,12.31,36.95,Delivered
1160,1963,USPS,EC59833261,2025-04-24,2025-04-25,19.89,14.58,Delivered
1161,1964,DHL,WP50583534,2025-08-11,2025-08-17,7.09,6.31,Returned
1162,1965,DHL,IX81956572,2025-08-01,2025-08-05,4.62,31.01,Delivered
1163,1967,USPS,SK35339982,2025-04-02,2025-04-09,4.22,17.78,Returned
1164,1970,FedEx,CE66217758,2025-11-07,2025-11-13,2.09,30.23,Returned
1165,1971,DPD,NA58466879,2026-02-28,2026-03-03,1.21,25.82,Delivered
1166,1972,DPD,LE30285327,2025-07-01,2025-07-02,13.16,29.9,Delivered
1167,1975,DPD,OX66983451,2025-03-10,2025-03-13,19.43,14.76,Delivered
1168,1976,USPS,GP02528546,2025-10-29,2025-11-01,19.97,35.07,Delivered
1169,1977,DPD,IU08730897,2025-03-10,2025-03-17,12.31,23.27,Delivered
1170,1978,UPS,DV07382777,2025-12-24,2025-12-25,15.8,15.32,Delivered
1171,1979,UPS,PG11842527,2025-03-11,2025-03-18,6.36,43.66,Delivered
1172,1981,USPS,JE63090071,2025-12-05,2025-12-12,6.86,44.95,Returned
1173,1982,UPS,NR02423447,2025-12-24,2025-12-28,15.38,48.34,Returned
1174,1983,DPD,HR05777196,2025-10-01,2025-10-08,16.12,4.36,Delivered
1175,1985,UPS,WX99716596,2025-05-09,2025-05-11,5.24,22.01,Delivered
1176,1986,FedEx,UR66764099,2026-02-14,2026-02-21,17.1,11.66,Delivered
1177,1987,UPS,NT68334400,2025-04-07,2025-04-10,1.18,21.64,Returned
1178,1988,DPD,XD52242653,2025-12-13,2025-12-18,7.01,46.49,Delivered
1179,1990,USPS,PN93221914,2025-07-13,2025-07-19,3.29,11.78,Delivered
1180,1991,UPS,DW07054736,2025-12-14,2025-12-16,3.7,38.82,Delivered
1181,1994,USPS,VS15791150,2025-11-21,2025-11-25,13.91,25.28,Returned
1182,1996,UPS,GC10162600,2025-06-25,2025-06-27,12.3,21.34,Returned
1183,2000,FedEx,VM26589347,2025-06-14,2025-06-15,5.69,49.22,Delivered
